group,year,percentile,Annuitized Financial Income,DB Pension Income,Earned Income,Federal Income Tax,HI tax,Imputed Rental Income,Means+Nonmeans Benefits,Medicare Part B Premium,Medicare Part D Premium,Medicare Surtax,Net Annuity Income,Net Cash Income,OASDI tax,Other Family Member Income,Own Benefit,Own Earnings,Per Capita Annuity Income,Per Capita Cash Income,Per Capita Dividend Income,Per Capita Interest Income,Per Capita IRA Withdrawal,Per Capita Rental Income,Social Security Benefits,Spouse Benefit,Spouse Earnings,SSI,State Income Tax
Quintile 4 (Per Capita Income),2035,P99,-114,-558,-2034,154,-22,0,71,0,0,-22,-1622,-1352,254,0,-426,-526,-1677,-3372,0,-442,-428,0,803,-2890,-1678,0,81
Quintile 4 (Per Capita Income),2045,P10,1154.19,0,0,0,0,0,0,0,0,0,-1152.989999999998,-1888.7999999999993,0,0,0,0,-1150.2300000000032,-1948.7000000000007,0,0,0,0,0,0,0,0,0
Quintile 4 (Per Capita Income),2045,P25,1493.1999999999998,0,0,-180.89999999999998,0,-29.5,0,0,0,0,-1110.7999999999956,-2010.6000000000058,0,0,-3392.3999999999996,0,-1280.1999999999971,-2210.3999999999942,0,0,0,0,-2944.1000000000004,0,0,0,0
Quintile 4 (Per Capita Income),2045,P5,1045.2299999999998,0,0,0,0,0,0,0,0,0,-954.77999999999884,-2546.1000000000022,0,0,0,0,-1189.6199999999953,-2038.3300000000017,0,0,0,0,0,0,0,0,0
Quintile 4 (Per Capita Income),2045,P50,806.40000000000146,0,861.80000000000018,-309.40000000000055,12.800000000000004,29.800000000000182,0,0,0,0,-1020.8999999999942,-1685.5,70.600000000000023,0,-2548.2999999999993,0,-1425.0999999999913,-1877,0,-0.20000000000000107,976,0,-3340.6999999999971,0,0,0,-2.8000000000000114
Quintile 4 (Per Capita Income),2045,P75,958,-169,-115,-617,-2,36,0,0,0,0,-1167,-1461,157,0,-3244,-73,-1508,-2225,16,34,529,0,-2931,-3351,153,0,-24
Quintile 4 (Per Capita Income),2045,P90,524,0,-946,-610,-15,17,746,0,0,-26,-993,-1435,187,0,-3036,-741,-1816,-1952,35,-12,713,0,-2031,-5517,251,0,-94
Quintile 4 (Per Capita Income),2045,P95,937,166,-1436,-661,-20,-149,458,0,0,-25,-1347,-1672,207,2444,-2124,-1170,-1887,-2019,202,-45,613,-143,-1011,-5978,-117,0,-62
Quintile 4 (Per Capita Income),2045,P99,1575,1598,-2382,-783,-27,-888,354,0,0,-29,-1852,-1169,251,0,102,-1935,-2001,-2399,1497,0,-29,-1119,2080,-5919,-758,0,-191
Quintile 4 (Per Capita Income),2055,P10,1809.7999999999997,0,0,0,0,0,0,0,0,0,-584.45000000000437,-2229.5999999999985,0,0,0,0,-646.0199999999968,-2096.0900000000038,0,0,0,0,-1057.3,0,0,0,0
Quintile 4 (Per Capita Income),2055,P25,2318.5000000000009,0,0,-319.40000000000009,0,-35.099999999999909,0,0,0,0,-399.5,-1764.9000000000015,0,0,-4271.3000000000011,0,-675.69999999999709,-1703.2000000000044,0,0,0,0,-3470.7999999999993,0,0,0,0
Quintile 4 (Per Capita Income),2055,P5,1402.1100000000001,0,0,0,0,0,0,0,0,0,-757.51000000000204,-2959.09,0,0,0,0,-585.33000000000175,-3027.8799999999974,0,0,0,0,0,0,0,0,0
Quintile 4 (Per Capita Income),2055,P50,2163.0999999999985,0,499.60000000000036,-351.5,3.4000000000000057,21.300000000000182,0,0,0,0,-767.89999999999418,-1622,63.300000000000068,0,-3540,0,-972.80000000000291,-1970.1000000000058,0,-1.5,2343.4,0,-4218.4000000000015,0,0,0,12
Quintile 4 (Per Capita Income),2055,P75,2201,-58,-218,-556,-3,23,0,0,0,-19,-721,-996,176,0,-3898,212,-1057,-1616,-51,-58,1734,0,-3801,-4259,-132,0,-11
Quintile 4 (Per Capita Income),2055,P90,1923,-202,-550,-434,-9,105,90,0,0,-20,-978,-1234,245,0,-3288,-592,-855,-1538,-62,3,1748,0,-1723,-7584,-293,0,-20
Quintile 4 (Per Capita Income),2055,P95,2106,128,-1030,-77,-12,212,-83,-2230,0,-35,-354,-605,277,8953,-2157,-387,-844,-1333,184,44,1990,-406,175,-8172,-999,0,-51
Quintile 4 (Per Capita Income),2055,P99,1672,422,-801,122,-5,-46,-250,0,0,-129,-383,-1260,389,0,599,-619,-776,-615,367,0,1942,-1878,2817,-6300,-1931,0,87
Quintile 4 (Per Capita Income),2065,P10,2123.1200000000003,0,0,0,0,0,0,0,0,0,-466.5,-1501.6299999999974,0,0,0,0,-490.16000000000349,-1291.7099999999991,0,0,0,0,-1935.46,0,0,0,0
Quintile 4 (Per Capita Income),2065,P25,3231.2999999999993,0,0,-328.59999999999991,0,-21.599999999999909,0,0,0,0,-485.40000000000146,-1786,0,0,-4899.5,0,-469.19999999999709,-1327.2000000000044,0,0,0,0,-4540.2999999999993,0,0,0,0
Quintile 4 (Per Capita Income),2065,P5,1389.53,0,0,0,0,0,0,0,0,0,-630.44000000000233,-1572.6800000000003,0,0,0,0,-280.77000000000407,-1611.3600000000006,0,0,0,0,0,0,0,0,0
Quintile 4 (Per Capita Income),2065,P50,3095.2000000000007,0,-649.5,-483.19999999999982,-17.199999999999989,78.5,0,0,0,-5.3999999999999986,-295.70000000001164,-1066.0999999999985,-44.599999999999966,0,-3878.5,0,-507.5,-1242.6999999999971,0,-3.6000000000000014,4003.2,0,-4981.3999999999978,0,0,0,0.70000000000001705
Quintile 4 (Per Capita Income),2065,P75,2964,0,-24,-326,-2,-23,0,0,0,-11,-441,-764,190,0,-4489,-468,-753,-1210,0,-33,3866,0,-3981,-5581,-340,0,2
Quintile 4 (Per Capita Income),2065,P90,3647,92,-299,-322,-1,-149,277,0,0,0,-494,-301,294,1825,-3653,-126,-611,-580,36,-60,3422,0,-1548,-8712,442,0,10
Quintile 4 (Per Capita Income),2065,P95,3472,258,-721,111,-4,-196,149,0,0,-17,-908,844,333,0,-2366,-464,-1062,-79,471,28,4239,-138,4,-9445,-42,0,36
Quintile 4 (Per Capita Income),2065,P99,4161,591,-2141,4042,-15,-493,332,0,0,-52,-614,6146,379,0,1,1061,-1289,9985,0,-143,14850,-2386,2528,-7867,-2087,0,347
Some College,2015,P10,0,0,0,0,0,0,0,0,0,0,-8.1199999999989814,-40.180000000000291,0,0,0,0,-19.469999999999345,-107.17000000000007,0,0,0,0,0,0,0,0,0
Some College,2015,P25,0,0,0,0,0,0,0,0,0,0,-79.69999999999709,-3.5999999999985448,0,0,0,0,-77,-31.900000000001455,0,0,0,0,0,0,0,0,0
Some College,2015,P5,0,0,0,0,0,0,0,0,0,0,0,-1.2300000000004729,0,0,0,0,0,-20.069999999999709,0,0,0,0,0,0,0,0,0
Some College,2015,P50,0,-74.799999999999955,0,0,0,0,0,0,0,0,-23.400000000001455,-46.399999999997817,0,0,0,0,-13.700000000004366,-56.100000000002183,0,0,0,0,0,0,0,0,0
Some College,2015,P75,0,-112,0,-7,0,0,0,0,0,0,0,-105,0,0,0,0,-57,-77,0,5,0,0,0,0,0,0,-5
Some College,2015,P90,0,-188,0,-7,0,0,0,0,0,0,-9,-203,0,0,0,0,-549,-179,0,16,0,0,0,0,0,0,-1
Some College,2015,P95,0,-242,0,-31,0,0,0,0,0,0,-375,-220,0,0,0,0,-262,-76,48,23,0,-70,0,0,0,0,0
Some College,2015,P99,0,0,0,0,0,0,0,0,0,0,0,-668,0,0,0,0,0,0,-53,0,0,0,0,0,0,0,0
Some College,2025,P10,30.170000000000073,0,0,0,0,0,0,0,0,0,-115.90999999999985,-42.309999999999491,0,0,0,0,-114.63999999999942,-63.639999999999418,0,0,0,0,0,0,0,0,0
Some College,2025,P25,73.300000000000182,0,0,0,0,0.5,0,0,0,0,-401.19999999999709,-386.59999999999854,0,0,-56.100000000000364,0,-453.10000000000218,-317.5,0,0,0,0,-41.799999999999272,0,0,0,0
Some College,2025,P5,14.039999999999992,0,0,0,0,0,0,0,0,0,381.18000000000029,587.15000000000055,0,0,0,0,201.1200000000008,756.77000000000044,0,0,0,0,0,0,0,0,0
Some College,2025,P50,47.100000000000364,0,0,-71,0,0,0,0,0,0,-515,-507.69999999999709,0,0,-404.29999999999927,0,-557.39999999999418,-476.69999999999709,0,0,0,0,-393.39999999999964,0,0,0,0
Some College,2025,P75,-28,-76,-94,-113,-1,-18,0,0,0,0,-569,-379,88,0,-517,-78,-534,-512,-1,0,27,0,-507,-392,0,0,-20
Some College,2025,P90,0,-122,-186,-397,-3,7,-6,0,0,0,-493,-698,193,0,-497,-198,-529,-1015,-33,-29,0,0,-506,-573,-169,0,-63
Some College,2025,P95,0,-70,-280,-464,-4,42,-5,0,0,0,-1284,-326,274,0,-536,-296,-263,-651,-204,-20,-108,-6,-522,-579,-284,0,-63
Some College,2025,P99,946,0,-938,-1681,-22,-46,0,0,0,-69,-2472,-2285,738,0,-163,-640,-492,-2131,0,0,-99,-389,-487,-624,-579,0,-143
Some College,2035,P10,164.26999999999998,0,0,0,0,0,0,0,0,0,-30.5,-149.20999999999913,0,0,0,0,-5.3700000000026193,-172.54000000000087,0,0,0,0,-610.29999999999973,0,0,0,0
Some College,2035,P25,274.30000000000018,0,0,0,0,2.2000000000000455,0,0,0,0,-677.29999999999927,-760.40000000000146,0,0,-682.5,0,-729.59999999999854,-724.79999999999927,0,0,0,0,-315.30000000000109,0,0,0,0
Some College,2035,P5,103.39999999999999,0,0,0,0,0,0,0,0,0,753.42000000000007,959.03000000000065,0,0,0,0,672.06000000000131,1035.3400000000001,0,0,0,0,0,0,0,0,0
Some College,2035,P50,279,0,0,-65.600000000000023,0,-0.70000000000027285,0,0,0,0,-951.59999999999854,-1171.3999999999978,0,0,-1257.1999999999971,0,-1071,-1100.0999999999985,0,0,201.8,0,-1468.6999999999989,0,0,0,0
Some College,2035,P75,175,-80,-85,-251,-1,-11,0,0,0,0,-1052,-1548,82,0,-1974,-55,-1095,-1564,0,-1,125,0,-1723,-1408,0,0,-14
Some College,2035,P90,310,-165,-210,-420,-3,0,0,0,0,0,-1763,-1378,205,0,-2117,-213,-1912,-2300,-14,-4,63,0,-1600,-2697,-99,0,-60
Some College,2035,P95,236,0,-328,-973,-5,40,-58,0,0,-16,-1859,-2069,321,0,-1980,-329,-1117,-3020,-17,-3,0,0,-1443,-3024,-300,0,-52
Some College,2035,P99,0,0,-681,-1507,-23,7,-44,0,-519,-25,-3190,-459,1160,0,-654,-683,-2079,-3061,0,0,-398,0,320,-3378,-685,0,-26
Some College,2045,P10,312.94,0,0,0,0,0,0,0,0,0,362.02000000000044,357.8799999999992,0,0,0,0,261.03000000000247,336.52000000000044,0,0,0,0,-1162.74,0,0,0,0
Some College,2045,P25,599.5,0,0,0,0,0.29999999999995453,0,0,0,0,-825.39999999999782,-968.50000000000182,0,0,-1283.7999999999993,0,-759.79999999999927,-995.5,0,0,0,0,-656.20000000000073,0,0,0,0
Some College,2045,P5,156.68,0,0,0,0,0,0,0,0,0,1269.0100000000002,955.47000000000025,0,0,0,0,1192.7999999999993,1010.8200000000015,0,0,0,0,0,0,0,0,0
Some College,2045,P50,895.19999999999982,0,0,-40.599999999999994,0,-2.5,0,0,0,0,-941.5,-1257.5999999999985,0,0,-1623.5999999999985,0,-1081.5,-1228.7999999999993,0,0,733.2,0,-2016.4000000000015,0,0,0,0
Some College,2045,P75,735,-33,-82,-226,-1,14,0,0,0,0,-1096,-1598,74,0,-2656,-12,-1253,-1421,0,-4,774,0,-2533,-1953,0,0,-8
Some College,2045,P90,1011,-93,-233,-478,-3,-28,0,0,0,-28,-925,-1446,224,0,-2844,-221,-2235,-1934,0,-1,759,0,-2689,-4597,-174,0,-49
Some College,2045,P95,674,0,-349,-843,-5,17,18,0,0,-46,-660,-1732,338,0,-2969,-359,-3510,-2453,0,-4,276,0,-1905,-5232,-340,0,-114
Some College,2045,P99,1174,0,-2342,-1874,-35,231,243,0,0,-8,-6713,-4407,1460,0,-1832,0,-6931,-1392,0,-515,0,0,367,-7134,-755,0,-168
Some College,2055,P10,462.28999999999996,0,0,0,0,0,0,0,0,0,771.3700000000008,600.51999999999862,0,0,0,0,791.72999999999956,579.40999999999985,0,0,0,0,-1947.1,0,0,0,0
Some College,2055,P25,1124.8000000000002,0,0,0,0,0.20000000000004547,0,0,0,0,-359.39999999999782,-600.00000000000182,0,0,-1607.2999999999993,0,-391.79999999999927,-615.89999999999782,0,0,0,0,-651.89999999999964,0,0,0,0
Some College,2055,P5,207.98999999999998,0,0,0,0,0,0,0,0,0,1400.5200000000004,1149.2399999999998,0,0,0,0,1355.25,1393.7400000000016,0,0,0,0,0,0,0,0,0
Some College,2055,P50,1914.8000000000002,0,0,43.999999999999972,0,0.59999999999990905,0,0,0,0,-272.89999999999418,-681.40000000000146,0,0,-2155,0,-42.299999999995634,-673.80000000000291,0,0,1218.3999999999999,0,-2360.5,0,0,0,0
Some College,2055,P75,2377,0,-100,-474,-1,4,0,0,0,-2,-348,-968,95,0,-3049,-50,-388,-1604,0,-4,1991,0,-3306,-2851,0,0,9
Some College,2055,P90,1744,-103,-274,-785,-4,0,0,0,0,-29,-1485,-1616,267,0,-3541,-212,-620,-3529,0,-7,1732,0,-2761,-5969,-198,0,-33
Some College,2055,P95,1542,0,-409,-947,-6,20,-31,0,0,-28,-716,-1321,400,0,-3282,-417,-1818,-1695,-35,-22,1792,22,-1886,-7528,-372,0,-70
Some College,2055,P99,5956,0,-2761,-720,-52,556,65,0,0,-21,-2738,-4954,1600,-19657,-2035,0,-2346,-5687,-232,-1,2064,0,203,-8396,-905,0,-81
Some College,2065,P10,493.56999999999994,0,0,0,0,0,0,0,0,0,720.46999999999935,1202.9899999999998,0,0,0,0,770.46000000000276,1153.3199999999997,0,0,0,0,0,0,0,0,0
Some College,2065,P25,1400.1999999999998,0,0,0,0,0,0,0,0,0,-57.799999999999272,-515.90000000000146,0,0,-2285.5,0,83,-537.59999999999854,0,0,0,0,-1187.2999999999993,0,0,0,0
Some College,2065,P5,225.3,0,0,0,0,0,0,0,0,0,1606.7200000000012,1572.67,0,0,0,0,1898.0500000000011,1681.2899999999991,0,0,0,0,0,0,0,0,0
Some College,2065,P50,2705.5,0,0,60.199999999999932,0,4.9000000000000909,0,0,0,0,-43.900000000001455,-627.19999999999709,0,0,-2429.7999999999993,0,-75.400000000001455,-333.59999999999854,0,0,1803.2,0,-3053,0,0,0,0
Some College,2065,P75,3687,0,-112,-248,-1,17,0,0,0,-3,-23,-892,101,0,-3810,-47,-481,-613,-1,-3,3704,0,-4141,-4054,0,0,24
Some College,2065,P90,2633,-7,-303,-551,-4,24,45,0,0,-20,-1017,-1077,294,0,-4351,-296,-2363,-1605,0,-21,3697,0,-3134,-7106,-223,0,-10
Some College,2065,P95,5813,-101,-358,-1143,-7,-31,50,0,0,-31,-911,-1611,442,0,-3901,-473,-2108,-3184,-18,0,4056,0,-2179,-9710,-238,0,-42
Some College,2065,P99,-687,0,-1644,-2173,-30,830,-146,0,0,-49,2044,-4163,2268,0,-965,-1020,-6081,-6631,-26,0,8348,0,1315,-9417,-906,0,-296
Top Quintile (Lifetime Earnings),2015,P10,0,0,0,0,0,0,0,0,0,0,-73.75,-46.989999999997963,0,0,0,0,-266.19000000000233,-37.480000000003201,0,0,0,0,0,0,0,0,0
Top Quintile (Lifetime Earnings),2015,P25,0,0,0,-24.700000000000045,0,0,0,0,0,0,-214.5,-11.80000000000291,0,0,0,0,-140.80000000000291,-84.700000000004366,0,0,0,0,0,0,0,0,0
Top Quintile (Lifetime Earnings),2015,P5,0,0,0,0,0,0,0,0,0,0,0,-2.1899999999986903,0,0,0,0,0,-9.0200000000004366,0,0,0,0,0,0,0,0,0
Top Quintile (Lifetime Earnings),2015,P50,0,-462.69999999999982,0,-44,0,0,0,0,0,0,-229.59999999999127,-124.79999999999563,0,0,0,0,-110.39999999999418,-140.59999999999854,0,-1,0,0,0,0,0,0,-9.5
Top Quintile (Lifetime Earnings),2015,P75,0,-152,0,-34,0,0,0,0,0,0,-83,-85,0,0,0,0,-76,-207,-16,2,0,0,0,0,0,0,-1
Top Quintile (Lifetime Earnings),2015,P90,0,-125,0,-8,0,0,0,0,0,0,0,30,0,0,0,0,0,4,0,-21,0,0,0,0,0,0,0
Top Quintile (Lifetime Earnings),2015,P95,0,-579,0,0,0,0,0,0,0,-10,0,-226,0,0,0,0,0,0,0,-32,0,-32,0,0,0,0,0
Top Quintile (Lifetime Earnings),2015,P99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-310,0,0,0,0,0
Top Quintile (Lifetime Earnings),2025,P10,53.819999999999709,0,0,0,0,-0.31999999999993634,0,0,0,0,-767.79000000000087,-480.7400000000016,0,0,0,0,-572.62000000000262,-472.34000000000015,0,0,0,0,0,0,0,0,0
Top Quintile (Lifetime Earnings),2025,P25,36.799999999999272,0,0,-131.5,0,0.79999999999972715,0,0,0,0,-476.70000000000437,-583.40000000000146,0,0,-1270,0,-738.80000000000291,-611.90000000000146,0,0,0,0,-341.20000000000073,0,0,0,0
Top Quintile (Lifetime Earnings),2025,P5,79.8100000000004,0,0,0,0,0,0,0,0,0,-468.60000000000582,-435.19000000000233,0,0,0,0,-486.45999999999913,-463.40000000000146,0,0,0,0,0,0,0,0,0
Top Quintile (Lifetime Earnings),2025,P50,140.29999999999927,-265.5,-49.5,-216.89999999999964,-0.59999999999999432,4.8999999999996362,0,0,0,0,-366.90000000000873,-592.69999999999709,29.699999999999989,0,-615.29999999999927,0,-676.09999999999127,-718.30000000000291,0,-3.3999999999999915,11.899999999999636,0,-549.20000000000073,0,0,0,-11.399999999999977
Top Quintile (Lifetime Earnings),2025,P75,0,-178,-250,-269,-3,27,0,0,0,0,-1114,-647,178,0,-561,-126,-1019,-642,-1,-1,18,0,-533,-550,-95,0,-30
Top Quintile (Lifetime Earnings),2025,P90,-435,-267,-749,-722,-10,23,0,0,0,-24,-1545,-1274,819,0,-554,-295,-1291,-1667,-184,-259,41,0,-566,-595,-304,0,-121
Top Quintile (Lifetime Earnings),2025,P95,6,-69,-1846,-809,-21,73,10,0,0,-64,-15,-2163,844,0,-503,-554,-1325,-1810,-154,-120,-43,-29,-548,-539,-658,0,-211
Top Quintile (Lifetime Earnings),2025,P99,5754,0,-3692,483,-46,233,91,0,0,-5,1808,-3345,2374,0,-711,-1540,-421,-2524,0,0,0,-486,-710,-359,-5108,0,-116
Top Quintile (Lifetime Earnings),2035,P10,403.61999999999898,0,0,0,0,-1.3299999999999272,0,0,0,0,-1879.4100000000035,-1806.0800000000017,0,0,0,0,-2120.9099999999962,-1807.369999999999,0,0,0,0,0,0,0,0,0
Top Quintile (Lifetime Earnings),2035,P25,210.09999999999854,0,0,-187.29999999999995,0,2.2999999999997272,0,0,0,0,-1479.6999999999971,-1588,0,0,-2715.9000000000015,0,-1808.3000000000029,-1950.7999999999956,0,0,0,0,-3557.0999999999985,0,0,0,0
Top Quintile (Lifetime Earnings),2035,P5,525.98999999999978,0,0,0,0,1.2300000000000182,0,0,0,0,-1502.7999999999956,-2261.2400000000016,0,0,0,0,-1671.1299999999974,-2441.7900000000009,0,0,0,0,0,0,0,0,0
Top Quintile (Lifetime Earnings),2035,P50,159.5,-94,-70.400000000000006,-504.69999999999982,0,7.5,0,0,0,0,-1526.1000000000058,-1693.5,0,0,-2611.2000000000007,0,-1638.5,-2453.6999999999971,0,-5.6000000000000085,63.599999999999454,0,-2358.5999999999985,0,0,0,-9.8000000000000114
Top Quintile (Lifetime Earnings),2035,P75,225,-211,-224,-768,-4,-18,0,0,0,-16,-1709,-1793,208,0,-2766,-220,-1719,-2751,-1,-18,-2,0,-2296,-2780,-92,0,-61
Top Quintile (Lifetime Earnings),2035,P90,790,-160,-639,-1255,-11,-12,0,0,0,-33,-3195,-2276,746,0,-2687,-656,-1871,-2913,-26,-60,4,-3,-1929,-3451,-356,0,-105
Top Quintile (Lifetime Earnings),2035,P95,18,-8,-1552,-1411,-25,0,-8,0,-519,-39,-3474,-3452,1272,0,-2397,-594,-2887,-2646,0,-193,-147,0,-1372,-3903,-663,0,-216
Top Quintile (Lifetime Earnings),2035,P99,0,0,-4979,-422,-36,0,-132,0,0,-60,-1610,-5330,2692,0,83,-4979,-1608,-3551,0,-1263,-2527,0,2566,-3900,-4979,0,-164
Top Quintile (Lifetime Earnings),2045,P10,1109.9099999999999,0,0,0,0,0.56999999999993634,0,0,0,0,-2554.0400000000009,-2848.2099999999991,0,0,0,0,-2661.2099999999991,-3009.8299999999981,0,0,0,0,0,0,0,0,0
Top Quintile (Lifetime Earnings),2045,P25,1086.3000000000029,0,0,-283.59999999999991,0,3.0999999999999091,0,0,0,0,-1831.8000000000029,-3264,0,0,-4333,0,-2692.9000000000087,-3278.6999999999971,0,0,0,0,-4974.7999999999993,0,0,0,0
Top Quintile (Lifetime Earnings),2045,P5,1438.5,0,0,0,0,-1.0399999999999636,0,0,0,0,-2522.8999999999942,-3204.0499999999993,0,0,0,0,-2891.1599999999962,-3097.8900000000031,0,0,0,0,0,0,0,0,0
Top Quintile (Lifetime Earnings),2045,P50,883.90000000000146,0,0,-933.09999999999945,0,3.1999999999998181,0,0,0,0,-2187.5,-2482.6999999999971,0,0,-4626.1000000000022,0,-2475.1999999999971,-3624.1999999999971,0,-8.5999999999999943,644.29999999999927,0,-4592,0,0,0,-11
Top Quintile (Lifetime Earnings),2045,P75,503,-85,-323,-841,-5,11,0,0,0,-26,-2327,-2738,220,0,-5070,-381,-3004,-4088,-10,-20,421,0,-4213,-4453,0,0,-65
Top Quintile (Lifetime Earnings),2045,P90,1081,-17,-899,-1478,-11,0,0,0,0,-31,-2911,-3242,1033,0,-4986,-646,-2295,-3458,-8,-136,483,0,-3352,-7101,-654,0,-183
Top Quintile (Lifetime Earnings),2045,P95,92,40,-1508,-1188,-29,0,-70,0,0,0,-462,-5085,1568,0,-3719,-971,-4134,-6021,0,-41,326,0,-2213,-7676,-722,0,-59
Top Quintile (Lifetime Earnings),2045,P99,1917,0,-3180,540,-46,0,73,0,0,-7,1381,-7686,2782,0,2418,-6360,381,-6854,0,0,495,0,4162,-8075,-6361,0,7
Top Quintile (Lifetime Earnings),2055,P10,2764.25,0,0,0,0,-4.1599999999998545,0,0,0,0,-2338.1900000000023,-3452.5699999999997,0,0,0,0,-2828.0599999999977,-3413.0800000000017,0,0,0,0,0,0,0,0,0
Top Quintile (Lifetime Earnings),2055,P25,2668.4000000000015,0,0,-375.30000000000018,0,-6.5,0,0,0,0,-2289.6999999999971,-3078.7000000000044,0,0,-6577.1999999999989,0,-2370.0999999999913,-3476.0999999999985,0,0,0,0,-6679.6,0,0,0,0
Top Quintile (Lifetime Earnings),2055,P5,2098.8599999999997,0,0,0,0,-5.9300000000000068,0,0,0,0,-2588.760000000002,-4096.9399999999987,0,0,0,0,-2517.0699999999997,-4535.7099999999991,0,0,0,0,0,0,0,0,0
Top Quintile (Lifetime Earnings),2055,P50,2262.2999999999956,0,0,-776.89999999999964,0,5.3999999999996362,0,0,0,-16.599999999999994,-1846.1000000000058,-2786.1000000000058,0,0,-6481.7000000000007,0,-3131.3999999999942,-3454.9000000000087,0,-12.099999999999994,2195.5,0,-6557.4000000000015,0,0,0,10.299999999999955
Top Quintile (Lifetime Earnings),2055,P75,2291,-32,-521,-956,-11,-60,0,0,0,-22,-1111,-3132,253,0,-6449,-418,-2699,-4196,-39,-48,1652,0,-5128,-5602,-91,0,-39
Top Quintile (Lifetime Earnings),2055,P90,2620,-70,-1419,-1437,-17,0,0,0,0,-26,-3257,-4253,1318,0,-4961,-926,-4397,-4390,0,-64,1795,4,-3081,-9478,-937,0,-85
Top Quintile (Lifetime Earnings),2055,P95,3749,125,-2604,-875,-29,192,-90,0,0,-30,-3342,-6109,1987,0,-3181,-881,-3886,-4321,-91,-74,1869,63,-1637,-10054,-1091,0,-35
Top Quintile (Lifetime Earnings),2055,P99,0,0,-5458,-1515,-62,99,-159,0,0,0,-1259,-11287,4135,0,2477,-8034,1282,-548,0,0,4813,1297,4921,-8441,-8034,0,-220
Top Quintile (Lifetime Earnings),2065,P10,3182.6500000000015,0,0,0,0,7.2899999999999636,0,0,0,0,-2745.0099999999948,-3829.1700000000019,0,0,0,0,-2086.4900000000052,-3517.0699999999997,0,0,0,0,0,0,0,0,0
Top Quintile (Lifetime Earnings),2065,P25,4110.7999999999993,0,0,-281.09999999999991,0,4.8000000000001819,0,0,0,0,-1778.6999999999971,-2596.8000000000029,0,0,-8245.7999999999993,0,-1985,-3080,0,0,0,0,-9039.3999999999978,0,0,0,0
Top Quintile (Lifetime Earnings),2065,P5,2569.6000000000004,0,0,0,0,-2.1899999999999977,0,0,0,0,-3506.5299999999988,-5181.57,0,0,0,0,-2556.3900000000067,-4495.2199999999975,0,0,0,0,0,0,0,0,0
Top Quintile (Lifetime Earnings),2065,P50,3866.6999999999971,0,-500.59999999999991,-829.60000000000036,-2.0999999999999996,3.7999999999992724,0,0,0,-7.3000000000000114,-2058,-1959.6000000000058,-6.7000000000000028,0,-8090.4999999999964,0,-3041.1999999999825,-2964.8000000000029,0,-3.9000000000000057,4429,0,-7882,0,0,0,37.5
Top Quintile (Lifetime Earnings),2065,P75,4351,-21,-581,-890,-8,20,0,0,0,-30,-2133,-2490,307,0,-7388,-578,-2443,-2911,0,-12,3791,0,-6140,-7092,-743,0,-17
Top Quintile (Lifetime Earnings),2065,P90,4240,90,-1106,-1583,-13,159,0,0,0,-30,-2736,-3981,1545,0,-5259,-1070,-5178,-4724,-59,-36,4230,0,-3053,-11119,-692,0,-23
Top Quintile (Lifetime Earnings),2065,P95,3129,0,-2353,-1346,-37,200,151,0,0,-23,-3443,-5998,2661,0,-3260,-884,-1747,-5841,0,0,4013,-152,-1142,-11662,-469,0,-130
Top Quintile (Lifetime Earnings),2065,P99,8491,0,-5211,-1743,-74,484,-82,0,0,-44,-1937,-11361,4000,0,2525,-10038,-4184,-1581,0,0,1656,0,4754,-9901,-10038,0,-3
Top Quintile (Per Capita Income),2015,P10,-23.770000000000437,0,0,0,0,-2.9099999999999682,0,0,0,0,-182.58000000000175,-20.229999999999563,0,0,0,0,-90.960000000006403,-164.11999999999534,0,0,0,0,0,0,0,0,0
Top Quintile (Per Capita Income),2015,P25,-66,0,0,4.3000000000001819,0,-6,0,0,0,0,-144.39999999999418,-74.900000000001455,0,0,0,0,-138.59999999999127,0,0,0,0,0,-9.9999999999454303E-2,0,0,0,0
Top Quintile (Per Capita Income),2015,P5,0,0,0,0,0,0,0,0,0,0,-136.08999999999651,-273.36999999999898,0,0,0,0,-20.879999999990105,-11.609999999996944,0,0,0,62,0,0,0,0,0
Top Quintile (Per Capita Income),2015,P50,0,-476.60000000000036,278.20000000000073,-94.400000000000546,4.3000000000000114,-11.900000000000546,0,0,0,0,-77.600000000005821,-135.19999999999709,18.200000000000045,0,-9.2000000000007276,229.10000000000036,-196.59999999999127,-179.60000000000582,-1,1,0,0,-16.099999999998545,0,0,0,-6.5
Top Quintile (Per Capita Income),2015,P75,0,-227,130,-26,1,-19,0,0,0,0,-105,-7,5,0,-14,82,-299,-12,-25,-29,-16,0,-22,13,16,0,-6
Top Quintile (Per Capita Income),2015,P90,0,-211,0,-4,0,0,-9,0,0,-7,-99,0,0,0,-9,205,-624,0,-125,-9,0,-6,-12,0,115,0,-2
Top Quintile (Per Capita Income),2015,P95,0,-607,0,0,0,0,-24,0,0,-18,0,-217,0,0,0,0,0,-55,236,2,0,0,-31,0,0,0,-3
Top Quintile (Per Capita Income),2015,P99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0,0
